corpus,label
newsgroups talk abortion alt atheism talk religion misc path cantaloupe srv cs cmu edu crabapple srv cs cmu edu bb andrew cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu caen uvaarpa murdoch poe acc virginia edu rwd f from rwd f poe acc virginia edu rob dobson subject re after posts can we say that this thread is dead message id c vyd etn murdoch acc virginia edu sender usenet murdoch acc virginia edu organization university of virginia references r hkv horus ap mchp sni de r i e fido asd sgi com r o v pm horus ap mchp sni de date thu apr gmt lines unfortunately not legalize freedom,talk.religion.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu bb andrew cmu edu andrew cmu edu dsav from david r sacco dsav andrew cmu edu newsgroups talk religion misc talk abortion subject re what part of no don t you understand date tue apr organization misc student carnegie mellon pittsburgh pa lines message id frjnwm iuxa cxne andrew cmu edu references qfpboqu wbkiao c andrew cmu edu apr advtech uswest com apr midway uchicago edu apr advtech uswest com nntp posting host po andrew cmu edu in reply to apr advtech uswest com on apr in re what part of no don t user steve novak advtech uswe writes eeb midway uchicago edu writes steve novak writes because of course that possibility existed meaning any student who really gave a shit could have a moment of silence on his her own which makes more sense than forcing those who don t want to participate to have to take part what other reason is there for an organized moment of silence a moment of silence doesn t mean much unless everyone participates otherwise it s not silent now is it the whole point is maybe everyone doesn t want to participate blindly opposing everything with a flavor of religion in it is utterly idiotic blindly opposing everything with a flavor of religion in it that is supported by taxpayer money is the only way to keep christianity from becoming the official u s religion not noticing that danger is utterly idiotic please provide evidence that having a moment of silence for a student who died tragically costs taxpayers money,talk.religion.misc
from sandvik newton apple com kent sandvik newsgroups talk religion misc subject re koresh doctrine of message id sandvik sandvik kent apple com date apr gmt references apr utarlg uta edu apr mnemosyne cs du edu apr ccsvax sfasu edu sender news gallant apple com followup to talk religion misc alt conspiracy talk politics misc organization cookamunga tourist bureau lines in article apr ccsvax sfasu edu f gautjw ccsvax sfasu edu wrote well stephen s annotated study of david koresh s sermon doesn t bother me it s probable that a careful review of what stephen has done with obvious expenditure of thoughtful effort would provide additional insight into david and his love for god may his soul rest in peace and whether or not we agree with various points of theology therein a review would likely provide significant insight into our own love for god one thing that seems apparent from even a cursory reading of koresh s message is that he was not the looney tunes portrayed in the fbi filtered press reports on him but was quite possibly the friendly likeable person his attorney reported him to be someone stated that the davidian cult should not be associated with christianity well i read all those four postings and i m now even more convinced that davididians are truly christian in nature but sometimes it makes sense to re label the cult especially if the ugliness is too much to handle cheers kent sandvik newton apple com alink ksand private activities on the net,talk.religion.misc
path cantaloupe srv cs cmu edu das news harvard edu noc near net howland reston ans net agate apple mumbo apple com gallant apple com sandvik kent apple com user from sandvik newton apple com kent sandvik subject re who s next mormons and jews sender news gallant apple com message id sandvik sandvik kent apple com date mon apr gmt references c sdyp c e bony bony com c sl z b murdoch acc virginia edu apr ra royalroads ca tredysvr tredydev unisys com sandvik sandvik kent apple com rfg mm usenet ins cwru edu organization cookamunga tourist bureau followup to talk religion misc lines in article rfg mm usenet ins cwru edu cj cleveland freenet edu john w redelfs wrote in the hands of a defender a is a miracle from god he helps those who help themselves or haven t you ever heard that one before i didn t know god was a secular humanist kent sandvik newton apple com alink ksand private activities on the net,talk.religion.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu malgudi oar net news ysu edu psuvm cunyvm kevxu organization city university of new york date tuesday apr edt from kevxu cunyvm bitnet message id kevxu cunyvm bitnet newsgroups talk religion misc talk religion newage subject re info about new age references qvnu a a geraldo cc utexas edu dx lo rq juts ccc amdahl com apr digi lonestar org lines in article apr digi lonestar org qpalo digi lonestar org gerry palo the danger of anti cult groups is that while they can expose a lot of deception they can also become inquisitors as one who agrees with much of what they say i am also on the receiving end and it makes me realize the importance of respecting the freedom of belief of every individual and also of not jumping to conclusions and making accusations based on a priori assumptions about an individual or group for my money the primary danger of anti cult groups is that they are every bit as wacky as the groups they oppose and that by and large they have no compunctions about printing lies half truths and misleading innuendos as part of their exposes a recent book on cults i picked up by a christian author quite simply mixed in all non christian religions except the jews and various new age groups with various fringe groups of dubious intent and legality on the other hand the watchman fellowship does a good service in exposing deceptive practices that are far too common among the groups they monitor given the record of american christianity any group that falls into the category of fundamentalist or born again is automatically into the inquisition business it is an unavoidable affliction of those who have a proprietary license on the truth tm and let s not forget that jonestown and the branch davidians are just as much a part of the christian tradition as the missouri synod lutherans and may in fact be the massadas of true christian believers i am far more concerned about the encroachment of overtly christian indoctrination into public schools than i am about yoga classes there for those concerned with religious freedom without a selective inquisitiorial bent people for the american way p o box washington dc americans united for separation of church state fenton street silver spring md jack carroll,talk.religion.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu cis ohio state edu pacific mps ohio state edu zaphod mps ohio state edu howland reston ans net ira uka de germany eu net thoth mchp sni de horus ap mchp sni de d s frank from frank d s uucp frank o dwyer newsgroups talk abortion alt atheism talk religion misc subject re after years can we say that christian morality is date apr gmt organization siemens nixdorf ag lines message id rjk f nbs horus ap mchp sni de references qvtk jep kyle eitech com r oa g horus ap mchp sni de rc vg be squick eitech com nntp posting host d s ap mchp sni de in article rc vg be squick eitech com ekr squick eitech com eric rescorla writes frank you are attempting to inject goodness judgements where there are only accuracy judgements by essentially punning on the word value which has both meanings useful is a goodness judgement reasonable is an accuracy judgement they are not the same thing at all useful in making some conclusion is an accuracy judgement again i m afraid this is the root of the problem i bloomin well amn t punning on the word value i know it s ambiguous i ve told you the sense in which i m using it worth use goodness etc and value doesn t mean accuracy by any stretch of the imagination value result of a computation is not what i mean but i accept it as a possible misinterpretation of value value accuracy comes from out of left field i can only understand that by useful in making some conclusion is an accuracy judgement you mean one can judge whether it is really useful in making that conclusion or not that s part of what i mean by objective valuation values grounded in solid facts one doesn t value x for the purpose y if all the evidence suggests that x doesn t really do that the rest of what i mean is that the really fundamental values e g our own freedom are solid facts in themselves consider each of the following statements the only reason that the distinction between accurate and inaccurate exists at all is that a group of people finds it useful the main reason that science exists at all is that a group of people finds the distinction between accurate and inaccurate useful in dealing with phenomena scientists find simple theories with accurate predictions useful in modelling phenomena where is the pun of which you speak where am i arguing from idiom and what is wrong if those statements are true with concluding that the basis of science is its judged usefulness in dealing with phenomena i e subjective values after all what on earth is if not a subjective value judgement an accurate value judgement maybe just to illustrate what i mean what s the difference between saying simple theories with accurate predictions are the best tools we have to model phenomena and say love and intelligence are the best tools we have to achieve freedom is one objective the other not both are judgements about value best and both have the same empirical basis from where i sit sorry frank but all you re doing is using the ambiguity of english to obfuscate the issue if you mean to say that science is based on value accuracy judgements i have no problem with that if you mean to say that it s based on value goodness judgements that s nonsense by contrast morality is clearly based on goodness judgements i m afraid i do mean to say that it s based on goodness judgements simple theories with accurate predictions are better better better tools for interpreting reality than complex theories with inaccurate predictions is a fundamental value judgement that scientists make a relativist might say that it only holds in the reference frame of science or of a given scientist but it seems pretty solid and objective to me frank o dwyer i m not hatching that odwyer sse ie from hens by evelyn conlon,talk.religion.misc
path cantaloupe srv cs cmu edu crabapple srv cs cmu edu bb andrew cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu menudo uh edu jpunix urchin brewich popec from popec brewich hou tx us pope charles newsgroups alt magick alt pagan talk religion misc subject re merlin mithras and magick message id ppzd b w w brewich hou tx us date wed apr cdt references apr ohsu edu organization the brewers witch bbs brewich hou tx us lines caldwell facman ohsu edu larry caldwell writes kosinski us oracle com kevin osinski writes i recall reading in michael rutherford s novel sarum a scene in which the son of a roman nobleman living in britain takes part in a secret ceremony involving a bull he stands naked in a pit covered with some sort of scaffolding while assistants coax a bull to stand on the scaffolding they then fatally stab the bull which douses the worshipper in the pit with blood this is supposedly some sort of rite of passage for members of the bull cult i wonder if this is related to the mithras cult i don t know where rutherford got his information for this chapter the book is historical fiction and most of the general events which take place are largely based on historical accounts there is a rite like this described in joseph campbell s occidental mythology he also described levels of initiation i think i don t know where campbell got his info but i remember thinking he was being a little eclectic i also wonder what if any connection there is between the ancient bull cults and the current practice of bullfighting popular in some mediterranean cultures quite a bit if you haven t read campbell give him a try larry caldwell caldwell ohsu edu compuserve oregon health sciences university yes i cannot remeber which works i read about this in as it was many years ago this ritual was called the tarobaullum i believe the spelling may be off pope charles popec brewich hou tx us pope charles origin the brewers witch bbs houston tx,talk.religion.misc
newsgroups alt conspiracy talk politics misc talk religion misc path cantaloupe srv cs cmu edu crabapple srv cs cmu edu fs ece cmu edu europa eng gtefsd com howland reston ans net zaphod mps ohio state edu magnus acs ohio state edu csn news den mmc com keng from keng den mmc com ken garrido subject re a message for you mr president how do you know what happened message id keng tunfaire sender news den mmc com news nntp posting host tunfaire den mmc com organization martin marietta astronautics denver references d vj fc wildthing howtek mv com keng tunfaire c vbge c b rbdc wsnc org date thu apr gmt lines royc rbdc wsnc org roy crabtree writes in article keng tunfaire keng den mmc com ken garrido writes lotsa stuff taken out bottom line due process was not served no peaceful attempt to serve a warrant occurred the peaceful attempt to serve the warrant was met with gunfire due process was not served because the branch davidians wanted it that way you think on that royc milk is for babies when you re a man you drink beer arnold ken garrido that s guh reed oh miserable asm and c hack email keng tunfaire den mmc com or kenneth garrido filebank com,talk.religion.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu darwin sura net jhunix hcf jhu edu fmsrl destroyer newsrelay iastate edu iscsvax uni edu sunfish charlie usd edu rfox newsgroups alt atheism talk religion misc talk origins subject re albert sabin message id c ec eb sunfish usd edu from rfox charlie usd edu rich fox univ of south dakota date sun apr gmt reply to rfox charlie usd edu sender news sunfish usd edu references r ruinnmle ctron news ctron com r houinnop titan ucs umass edu organization the university of south dakota computer science dept nntp posting host charlie lines in article r houinnop titan ucs umass edu cma titan ucs umass edu colin ma writes i just started reading this newsgroup and haven t been following the thread i m just curious how did this thread get started with albert sabin and changed into something else what was it about sabin that initiated a religious discussion colin its just variation within a thread the variation at times has been so great that speciation has occurred so albert sabin is the common ancestor of several threads some of which have themselves speciated on a separate topic i subscribed to t o just recently albert sabin existed at that time so i have no clue as to its origins maybe the abiogenesists have an answer i might also point out that evolution is aimless thus why albert sabin evolved into a religious discussion is probably unexplainable rich fox anthro usouthdakota,talk.religion.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu cis ohio state edu pacific mps ohio state edu zaphod mps ohio state edu sol ctr columbia edu destroyer cs ubc ca newsserver sfu ca sfu ca sbuckley from sbuckley fraser sfu ca stephen buckley subject re religion and marriage message id sbuckley sfu ca sender news sfu ca organization simon fraser university burnaby b c canada references apr magnus acs ohio state edu distribution na date tue apr gmt lines pboxrud magnus acs ohio state edu paul d boxrud writes i wasn t sure if this was the right newsgroup to post this to but i guess the misc is there for a reason here goes i am getting married in june to a devout wisconsin synod lutheran i would classify myself as a strong agnostic weak athiest this has been a a subject of many discussions between us and is really our only real obstacle we don t have any real difficulties with the religious differences yet but i expect they will pop up when we have children i have agreed to raise the children nominally lutheran that is lutheran traditions but trying to keep an open mind i am not sure if this is even possible though i feel that that the worst quality of being devoutly religous is the lack of an open mind just a point i suppose if open mind means believing anything can be true or we can t for sure know what is definitely true i m happy to not be open minded if however open mindedness means being respectful and tolerant towards other beliefs respecting the rights and intelligence and wisdom of people of other beliefs and giving equal time to alternative ideas i try my very best to be open minded just a thot in passing anyway i guess i ll get on with my question is anyone in the same situation and can give some suggestions as to how to deal with this we ve taken the attitude so far of just talking about it a lot and not letting anything get bottled up inside sometimes i get the feeling we re making this much bigger than it actually is any comments would be greatly appreciated also please e mail responses since i don t get a chance to read this group often not being married i cannot say too much to you but from my perspective having mutually exclusive faiths would be a big enough roadblock for me in considering marrying someone making it much bigger than it is i suppose that depends on how serious each of you is in your beliefs lukewarm atheists and christians for whom religion is of nominal importance probly would feel the issue isn t very big i suppose the more important your beliefs are to each of you the more important the issue is paul,talk.religion.misc
newsgroups talk abortion talk religion misc path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu uwm edu linac uchinews quads eeb from eeb quads uchicago edu e elizabeth bartley subject re what part of no don t you understand message id apr midway uchicago edu sender news uchinews uchicago edu news system reply to eeb midway uchicago edu organization university of chicago references apr advtech uswest com apr midway uchicago edu apr advtech uswest com date mon apr gmt lines in article apr advtech uswest com steven advtech uswest com steve novak writes eeb midway uchicago edu writes steve novak writes because of course that possibility existed meaning any student who really gave a shit could have a moment of silence on his her own which makes more sense than forcing those who don t want to participate to have to take part what other reason is there for an organized moment of silence a moment of silence doesn t mean much unless everyone participates otherwise it s not silent now is it the whole point is maybe everyone doesn t want to participate and maybe they do but without somebody to set the time that doesn t do them any good humph deleted there was my list of non religious reasons one might want a moment of silence for a dead classmate maybe everyone doesn t want to be silent for teachers to give their pompous non religious speeches in assembly i know i didn t so blindly opposing everything with a flavor of religion in it is utterly idiotic blindly opposing everything with a flavor of religion in it that is supported by taxpayer money is the only way to keep christianity from becoming the official u s religion please provide documentation that opposing only things that are actively religious e g actual prayer amen after a moment of silence mandatory classes in religion and not things that have possible but uncertain religious implications e g moments of silence having the bible on the shelves during reading period is not a way to prevent a state religion pro choice anti roe e elizabeth bartley abortions should be safe legal early and rare,talk.religion.misc
from sandvik newton apple com kent sandvik newsgroups talk religion misc subject re is it good that jesus died message id sandvik sandvik kent apple com date apr gmt references sandvik sandvik kent apple com apr organpipe uug arizona edu sandvik sandvik kent apple com apr organpipe uug arizona edu sender news gallant apple com followup to talk religion misc organization cookamunga tourist bureau lines in article apr organpipe uug arizona edu brian lpl arizona edu brian ceccarelli wrote hmm it seems that this is the core of christianity then you have to feel guilty i think i see where you are coming from kent jesus doesn t view guilt like our modern venacular colors it feelings have nothing to do with guilt feelings arise from the state of being guilty feeling and guilt are mutally exclusive feelings are a reaction from guilt jesus is talking about the guilt state not the reaction let me give you an example have you ever made a mistake have you ever lied to someone even a little white lie have you ever claimed to know something that you really didn t know have you ever hated someone have you ever been selfish are you guilty of any one of these the answer is of course yes you are guilty period that is it what jesus is getting at no big surprise feelings do not even enter the picture consider jesus s use of the word guilt as how a court uses it i ve done all those things and i ve regretted it and i learned a lesson or two so far an aspirin a good talk with your wife or a one week vacation has cured me no need for group therapy or strange religions cheers kent sandvik newton apple com alink ksand private activities on the net,talk.religion.misc
path cantaloupe srv cs cmu edu das news harvard edu noc near net howland reston ans net usc cs utexas edu uunet pipex bnr co uk demon ibmpcug mantis news from mathew mathew mantis co uk newsgroups talk abortion alt atheism talk religion misc subject re after years can we say that christian morality is message id g rusnews w w mantis co uk date mon apr references markp elvis wri com o rusnews w w mantis co uk markp avignon organization mantis consultants cambridge uk x newsreader rusnews v lines markp avignon mark pundurs writes mathew mathew mantis co uk writes markp elvis wri com mark pundurs writes in v rusnews w w mantis co uk mathew mantis co uk mathew writes there s no objective physics einstein and bohr have told us that speaking as one who knows relativity and quantum mechanics i say bullshit speaking as someone who also knows relativity and quantum mechanics i say go ahead punk make my day my degree can beat up your degree ok refer us to the place in einstein s or bohr s writings where he said there s no objective physics ah you taking everything as literal quotation no wonder you re confused first can i ask that we decide on a definition of objective there s no objective reality lsd should be sufficient to prove that speaking as one who has taken lsd i say bullshit well i ll have to bow to your superior knowledge on that one but i think i detect a pattern in your responses how about some actual support for your dismissals you take lsd and it skews your perception of reality you come down and your perceptions unskew and how could striving toward an ideal be in any way useful if the ideal had no objective existence a perfectly efficient power station would convert all of the energy in coal into electricity there is absolutely no way we can build a perfect power station it s an ideal but striving towards that ideal is undeniably useful and valuable is it not ok let me narrow the question is it useful to strive toward a nonexistent objective ethics i d guess that it might be in what way it may be the case that some people are unable to evaluate complex moral issues rather than leaving them to behave immorally it might be better to offer them an abstract nonexistent objective system of ethics which they can strive towards coded into rules which they don t have to derive for themselves i tend to feel that this is pretty much what we all have as morality anyway mathew,talk.religion.misc
newsgroups talk religion misc talk religion newage rpi rumor rpi talk alt history whatif path cantaloupe srv cs cmu edu crabapple srv cs cmu edu bb andrew cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu howland reston ans net gatech rpi weinss from weinss rs ecs rpi edu stephen andrew weinstein subject new religion forming sign up message id z wqc rpi edu followup to talk religion misc summary read it worthwhile laughs serious questions about real religion keywords eveism religion nntp posting host rs ecs rpi edu organization rensselaer polytechnic institute troy ny date thu apr gmt lines let me begin by saying i think this is the world s first religion to use the net as its major recruitment medium therefore even if this religion does not take off its founding members will be very important historically as this method of soliciting membership will eventually become common the basis of this religion is to apply various aspects of current conventional morality to the characters in genesis and exodus but assume that the bible s accounts of the facts and historical events is correct for example story of adam and eve adam and eve are in garden of eden naked and ignorant have unlimited supply of food provided but no clothing jobs or knowledge god says not to eat fruit of tree of knowledge they do anyway then try to hide in bushes god finds them and forces them out of garden there are several different stories on what they were doing while naked in the bushes that might have angered god traditional philosophy the only reason you need knowledge or a job is to eat if someone else will provide you with food then you can be stupid and unemployed and it s ok this is why married women usually didn t work until recent decades authority figures such as god whoever was behind the vietnam war hitler and slaveowners are always right and should be blindly followed without question by ordinary people who can t make decisions for themselves interpretation of events based on traditional philosophy they were not supposed to eat the fruit they should have done whatever god told them to like small children they had their needs provided for and were obligated to do whatever their father said to being forced to leave the garden and work in order to obtain food was a punishment lessons from traditional interpretation ignorance is good knowledge is bad but tempting having food provided for you for nothing read welfare is ideal get ting a job and feeding yourself with what you earn is punishment public nudity is good covering up is bad authority figures are intrinsically right normal people are dumb and should do whatever they are told without question they should not think for themselves people in subordinate positions are especially obligated to refrain from learning for example it should be illegal for slaves to learn to read s philosophy people should seek education and employment outside the home unless named hillary clinton or murphy brown people should use common sense they should not kill other people binding of issac wars holocaust etc just because they are told to interpretation of events based on current philosophy they were supposed to eat the fruit god gave wanted them to seek knowledge rather than be handed it on a silver platter once they had gained knowledge and by seeking it showed their ability to make mature decisions for them selves they no longer needed to be treated like little children and were rewarded by being allowed into the real world lessons from new interpretation ignorance is bad knowledge is good but must be sought having food provided for you for nothing read welfare is at best a temporary measure getting a job and feeding yourself with what you earn is ideal public nudity is bad covering up is good authority figures are often wrong normal people are intelligent and should consider whether the instructions are really a good idea and alter or abolish bad governments they should think for themselves people in subordinate decisions are often discouraged from knowledge but should seek it anyway and all the harder for example poor children without good schools should work especially hard in order to make a better life for their children and themselves i have tentatively named this new philosophy the church of eveism because eve s decision to eat the apple is man sic kind s first good decision instead of its first bad one as traditionally believed she is therefore clearly a protagonist god at first appears evil for telling people not to seek knowledge but on deeper analysis is also a protagonist as god rewarded the decision to defy him and provided the tree in the first place the intention and desire were clearly to have the knowledge be obtained but to delay it until it was actively sought end serious discussion begin humor save this post to disk or file server someday it will be considered the most important writing since the commandments you want an original copy stay tuned for the rfd on soc religion eveism can i get a tax deduction for money i donate to this organization return to serious discussion when posting follow ups stephen weinstein weinss rpi edu,talk.religion.misc
nntp posting host gjalp ifi uio no newsgroups alt atheism talk religion misc talk origins path cantaloupe srv cs cmu edu crabapple srv cs cmu edu fs ece cmu edu europa eng gtefsd com howland reston ans net zaphod mps ohio state edu cs utexas edu uunet mcsun sunic ugle unit no trane uninett no nntp uio no ifi uio no joakimr from joakimr ifi uio no joakim ruud subject re the universe and black holes was re years message id apr ifi uio no sender joakimr ifi uio no joakim ruud organization dept of informatics university of oslo norway references r cvpinnkv ctron news ctron com date thu apr gmt lines originator joakimr gjalp ifi uio no in article r cvpinnkv ctron news ctron com king ctron com john e king writes kv iastate edu warren vonroeschlaub writes let s say that we drop a marble into the black hole it races ever faster towards the even horizon but thanks to the curving of space caused by the excessive gravity as the object approaches the event horizon it has further to travel integrating the curve gives a time to reach the event horizon of infinity so the math says that nothing can enter a black hole isn t that just a variation of the achilles the turtle paradox which states that achilles could never possibly overtake a turtle how should one deal with a man who is convinced that he is acting according to god s will and who there jokke fore believes that he is doing you a favour by stabbing you in the back voltaire,talk.religion.misc
path cantaloupe srv cs cmu edu das news harvard edu noc near net howland reston ans net usc newshub sdsu edu saturn dfranich from dfranich saturn sdsu edu david franich newsgroups talk religion misc alt religion kibology alt spam subject re new religion forming sign up followup to talk religion misc alt religion kibology alt spam date apr gmt organization san diego state university college of sciences lines message id rfngf bk pandora sdsu edu references apr monu cc monash edu au nntp posting host saturn sdsu edu x newsreader tin version pl andrew bulhak ins n aurora cc monash edu au wrote jim kasprzak kasprj isaac its rpi edu wrote in article z wqc rpi edu weinss rs ecs rpi edu stephen andrew weinstein writes so what is kibology chopped liver kibo himself summed it up by saying kibology is not just a religion it is also a candy mint and a floor wax i personally think that it is more like spam clear i m presently searching for enlightenment answers to the unanswerable a certain amount of direction without actually going anywhere could kibology be it i don t know enough about kibology and wish that someone can help me after i ve spread my ninth tube of anchovy paste on my living room wall to creat my own form of art i need some higher authority to turn towards to give my life some meaning maybe kibology is the answer it s either that or i go out to the store and buy up another case of anchovy paste,talk.religion.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu howland reston ans net agate apple mumbo apple com gallant apple com sandvik kent apple com user from sandvik newton apple com kent sandvik subject re disillusioned protestant finds christ sender news gallant apple com message id sandvik sandvik kent apple com date sun apr gmt references qb j d usenet ins cwru edu c kxdd k j boi hp com organization cookamunga tourist bureau followup to talk religion misc lines in article c kxdd k j boi hp com jburrill boi hp com jim burrill wrote if jesus never taught the concept of the trinity how do you deal with the following mat then jesus came to them and said all authority in heaven and on earth has been given to me mat therefore go and make disciples of all nations baptizing them in the name of the father and of the son and of the holy spirit mat and teaching them to obey everything i have commanded you and surely i am with you always to the very end of the age jim please that s a lame explanation of the trinity that jesus provides above baptizing people in the name of three things trinity if this is the case then i m wrong i assumed that trinity implies that god is three entities and yet the same cheers kent sandvik newton apple com alink ksand private activities on the net,talk.religion.misc
from emarsh hernes sun eng sun com eric marsh newsgroups talk religion misc subject re cults who keeps them going date apr gmt organization sun lines message id ltdsbsinns b exodus eng sun com references c sqtk f r noose ecn purdue edu sbuckley sfu ca nntp posting host hernes sun in article sbuckley sfu ca sbuckley fraser sfu ca stephen buckley writes muttiah thistle ecn purdue edu ranjan s muttiah writes mr clinton said today that the horrible tragedy of the waco fiasco should remind those who join cults of the dangers of doing so now i began scratching my head thinking a bad sign don t the mainstream religions in this case christianity or the th day adventist in particular just keep these guys going isn t mr clinton condemning his own religion after all isn t it a cult too bad thoughts these well it depends on whether you take the literal dictionary definition of cult and say all faiths are cults or if you take a more social context view of cult which allows you to recognize mainstream religions as socially acceptable and cults as groups that involve techniques of brain washing and all the other characteristics that define oppressive probly not the best word cult behaviour my understanding of the academic use of the word cult is that it is a group of people oriented around a single authority figure it need not be religious however i have seen plenty of religious cults including some that mainstream eric,talk.religion.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu wupost uunet news cs jhu edu jyusenkyou arromdee from arromdee jyusenkyou cs jhu edu ken arromdee subject re christians above the law was clarification of pe message id c aig l blaze cs jhu edu sender news blaze cs jhu edu usenet news system organization johns hopkins university cs dept references c muiw aqc mailer cc fsu edu f vi quack kfu com apr ualr edu c kow e z mailer cc fsu edu date sun apr gmt lines in article c kow e z mailer cc fsu edu dlecoint garnet acns fsu edu darius lecointe writes jesus was a jew not a christian if a christian means someone who believes in the divinity of jesus it is safe to say that jesus was a christian on the first day after christmas my truelove served to me leftover turkey on the second day after christmas my truelove served to me turkey casserole that she made from leftover turkey days deleted flaming turkey wings pizza hut commercial and m tlu a gic bait ken arromdee arromdee jyusenkyou cs jhu edu,talk.religion.misc
from psyrobtw ubvmsd cc buffalo edu robert weiss newsgroups talk religion misc subject apr god s promise in philippians message id c nrsj aoi acsu buffalo edu date apr gmt sender nntp acsu buffalo edu organization university at buffalo lines news software vax vms vnews nntp posting host ubvmsd cc buffalo edu those things which ye have both learned and received and heard and seen in me do and the god of peace shall be with you philippians,talk.religion.misc
newsgroups alt conspiracy talk politics misc talk religion misc path cantaloupe srv cs cmu edu crabapple srv cs cmu edu bb andrew cmu edu news sei cmu edu cis ohio state edu sample eng ohio state edu purdue mentor cc purdue edu noose ecn purdue edu ecn purdue edu tbrent from tbrent ecn purdue edu timothy j brent subject re a message for you mr president how do you know what happened message id c w ca m s noose ecn purdue edu keywords success sender news noose ecn purdue edu usenet news organization purdue university engineering computer network references apr utarlg uta edu bskendigc qyj gew netcom com visser convex convex com apr ccsua ctstateu edu apr zeus tamu edu date thu apr gmt lines one more thought the government claimed that they believed he had automatic weapons on the premises he had a license for the caliber machine gun they knew damn well he had one they also knew he had it legally still without the element of surprise they sent in agents to get him for all of this my president takes full responsibility what a guy i hope he gets it the cal gun was a semi auto and was thus legal the batf claims that the davidians also possessed illegally modified ar s and illegal explosives mitchell s todd mst zeus tamu edu if you check the news today ap the authorities also found a state of the art automatic machine gun that investigators did not know was in the cult s arsenal carl stern justice department i imagine the authorities know the difference between semi and fully automatic and probably knew weather the guns were legal as they have access to any relative documentation i e permits in addition the caliber guns plural were semi automatic rifles tim,talk.religion.misc
from bevan cs man ac uk stephen j bevan newsgroups talk religion misc subject re is it good that jesus died message id bevan apr panda cs man ac uk date apr gmt references bskendigc rbvn aai netcom com apr organpipe uug arizona edu bskendigc thup gd netcom com apr organpipe uug arizona edu sender news cs man ac uk organization department of computer science university of manchester lines in reply to brian lpl arizona edu s message of apr gmt in article apr organpipe uug arizona edu brian lpl arizona edu brian ceccarelli writes to you it shouldn t matter if you do evil things or good things it is all meaningless in the end anyway so go rob a bank go tell someone you dislike that he is a dirty rotten slime bag what s restraining you generally reciprocation,talk.religion.misc
from sandvik newton apple com kent sandvik newsgroups talk religion misc subject re who s next mormons and jews message id sandvik sandvik kent apple com date apr gmt references c sdyp c e bony bony com c sl z b murdoch acc virginia edu apr ra royalroads ca tredysvr tredydev unisys com sender news gallant apple com followup to talk religion misc organization cookamunga tourist bureau lines in article tredysvr tredydev unisys com tom tredysvr tredydev unisys com tom albrecht wrote in article apr ra royalroads ca mlee post royalroads ca malcolm lee writes armed to the teeth a christian should not have to rely on physical weapons to defend himself a christian should rely on his faith and intelligence faith and intelligence tell me that when a druggie breaks into my house at night with a knife to kill me for the in my wallet a is considerably more persuasive than having devotions with him in other words faith in a is far stronger than faith in a god providing a miracle for his followers interesting now if david korresh was god why couldn t he use lightning instead of semi automatic rifles it seems even he didn t trust in himself cheers kent sandvik newton apple com alink ksand private activities on the net,talk.religion.misc
newsgroups talk abortion alt atheism talk religion misc path cantaloupe srv cs cmu edu crabapple srv cs cmu edu fs ece cmu edu europa eng gtefsd com howland reston ans net usc sdd hp com nigel msen com heifetz rotag kevin from kevin rotag mi org kevin darcy subject re after years can we say that christian morality is message id apr rotag mi org organization who me references qme c k kyle eitech com apr rotag mi org pww spac at rice edu date tue apr gmt lines in article pww spac at rice edu pww spacsun rice edu peter walker writes in article apr rotag mi org kevin rotag mi org kevin darcy wrote the phenomenologist husserl for one considered intentionality to be the primary ontological stuff from which all other ontology was built perceptions consciousness thoughts etc frank is by no means alone in seeing intentionality or values as he puts it underlying all human experience even the so called objective experiences such as measurements of the natural world or the output of your des chip and others of us see it as intellectual masturbation i ll defer to your greater firsthand knowledge in such matters kevin,talk.religion.misc
